sim_num,parent,fitness,seed,gravity,generation,Sensor,Body (Sphere),Joint,Neuron,Wire,morpho_comp,cogni_comp,total_comp
37,42,18.128,3,-7,99,14,23,13,7,12,23,33,56
48,8,34.0379,3,-7,99,11,24,14,8,12,24,31,55
40,9,88.3775,3,-7,99,11,21,14,9,12,21,32,53
43,37,29.4621,3,-7,99,14,26,7,12,10,26,36,62
51,21,9.77258,3,-7,99,8,30,18,5,16,30,29,59
46,38,24.8273,3,-7,99,11,26,14,6,13,26,30,56
38,33,46.7123,3,-7,99,12,28,12,8,15,28,35,63
41,9,14.3502,3,-7,99,12,20,15,6,13,20,31,51
44,54,32.7166,3,-7,99,10,27,15,7,15,27,32,59
52,22,49.3292,3,-7,99,8,28,16,5,16,28,29,57
49,39,41.5962,3,-7,99,10,25,17,10,12,25,32,57
54,50,42.6723,3,-7,99,6,29,18,11,14,29,31,60
57,35,71.9998,3,-7,99,10,26,13,8,15,26,33,59
47,38,74.7109,3,-7,99,9,25,15,4,11,25,24,49
50,5,53.5363,3,-7,99,9,30,16,9,13,30,31,61
53,46,13.2255,3,-7,99,10,28,16,8,17,28,35,63
55,47,14.9207,3,-7,99,7,30,12,10,16,30,33,63
58,18,88.533,3,-7,99,10,27,16,9,14,27,33,60
59,48,48.8077,3,-7,99,9,25,12,9,12,25,30,55
56,49,23.861,3,-7,99,8,26,12,7,18,26,33,59
3,3,135.69,3,-10,99,7,33,17,10,8,33,25,58
0,3,99.813,3,-10,99,10,33,15,10,8,33,28,61
9,51,66.1182,3,-10,99,9,25,12,14,8,25,31,56
12,2,78.5803,3,-10,99,11,31,14,10,9,31,30,61
15,32,128.379,3,-10,99,12,28,9,10,10,28,32,60
6,19,77.9072,3,-10,99,8,26,14,6,8,26,22,48
4,19,69.6518,3,-10,99,8,27,15,9,7,27,24,51
10,51,13.8981,3,-10,99,10,22,14,15,9,22,34,56
1,3,93.4678,3,-10,99,11,33,17,8,7,33,26,59
13,2,40.3698,3,-10,99,9,31,14,12,7,31,28,59
16,32,99.4587,3,-10,99,12,28,13,9,10,28,31,59
7,19,44.0941,3,-10,99,7,27,15,8,8,27,23,50
2,3,7.75187,3,-10,99,12,27,16,8,9,27,29,56
11,51,52.4561,3,-10,99,8,25,13,15,11,25,34,59
14,2,0.0,3,-10,99,10,31,15,11,9,31,30,61
5,19,23.0762,3,-10,99,8,27,15,10,9,27,27,54
8,51,5.37811,3,-10,99,9,25,13,14,7,25,30,55
17,32,63.0243,3,-10,99,12,28,10,8,10,28,30,58
24,5,0.0,3,-10,99,11,25,10,12,10,25,33,58
21,59,85.0815,3,-10,99,10,28,14,10,7,28,27,55
27,16,0.835732,3,-10,99,14,24,10,15,8,24,37,61
18,29,68.9275,3,-10,99,11,26,13,7,15,26,33,59
30,15,2.62706,3,-10,99,15,22,12,18,8,22,41,63
25,5,140.256,3,-10,99,10,24,11,10,9,24,29,53
33,28,85.2385,3,-10,99,11,29,12,9,11,29,31,60
22,59,50.4401,3,-10,99,10,31,14,8,6,31,24,55
28,16,104.412,3,-10,99,11,17,13,18,7,17,36,53
26,5,18.211,3,-10,99,10,27,12,9,9,27,28,55
31,15,25.0604,3,-10,99,14,19,12,18,7,19,39,58
19,29,79.895,3,-10,99,12,28,12,8,12,28,32,60
23,59,33.7729,3,-10,99,10,29,14,10,6,29,26,55
34,49,7.57092,3,-10,99,7,29,14,8,11,29,26,55
29,16,74.8485,3,-10,99,15,20,13,16,8,20,39,59
20,29,35.2368,3,-10,99,10,27,12,8,14,27,32,59
36,1,59.791,3,-10,99,8,33,15,12,10,33,30,63
32,28,123.544,3,-10,99,11,28,12,7,12,28,30,58
39,9,45.4464,3,-10,99,8,30,14,12,12,30,32,62
35,49,69.2177,3,-10,99,6,30,15,7,8,30,21,51
42,13,0.244182,3,-10,99,10,25,11,14,13,25,37,62
45,12,71.1188,3,-10,99,10,24,13,13,14,24,37,61
48,22,1.43143,3,-10,99,7,28,16,10,8,28,25,53
37,1,49.966,3,-10,99,11,29,16,13,7,29,31,60
40,53,13.339,3,-10,99,9,25,13,9,14,25,32,57
46,20,102.379,3,-10,99,12,25,14,9,10,25,31,56
51,45,47.6014,3,-10,99,7,28,15,8,12,28,27,55
38,9,16.4185,3,-10,99,8,31,15,11,13,31,32,63
49,36,43.8378,3,-10,99,12,31,13,8,9,31,29,60
43,13,46.5301,3,-10,99,8,25,16,17,12,25,37,62
44,12,6.31353,3,-10,99,11,25,13,16,12,25,39,64
41,53,22.2927,3,-10,99,11,25,13,9,12,25,32,57
47,20,39.7937,3,-10,99,3,32,16,9,11,32,23,55
50,26,10.4983,3,-10,99,9,28,16,15,14,28,38,66
54,10,77.5386,3,-10,99,10,32,11,14,13,32,37,69
52,25,79.3472,3,-10,99,7,26,15,14,13,26,34,60
57,33,23.8316,3,-10,99,13,26,11,13,7,26,33,59
55,27,23.4771,3,-10,99,6,33,14,5,11,33,22,55
53,11,183.952,3,-10,99,9,26,12,13,14,26,36,62
58,52,84.2521,3,-10,99,15,20,13,17,9,20,41,61
59,58,0.0,3,-10,99,10,27,18,7,11,27,28,55
56,55,79.3175,3,-10,99,7,31,14,14,13,31,34,65
0,22,15.4528,3,-13,99,8,22,19,11,12,22,31,53
6,15,198.13,3,-13,99,7,19,21,8,10,19,25,44
9,17,0.257458,3,-13,99,7,14,24,8,13,14,28,42
12,10,290.978,3,-13,99,4,30,17,11,14,30,29,59
3,22,116.29,3,-13,99,10,22,18,11,12,22,33,55
15,52,92.5602,3,-13,99,11,16,25,10,9,16,30,46
7,15,165.773,3,-13,99,8,21,26,7,12,21,27,48
10,17,15.6651,3,-13,99,7,16,28,9,11,16,27,43
1,22,47.4596,3,-13,99,10,20,18,12,11,20,33,53
16,52,0.423113,3,-13,99,7,19,20,10,11,19,28,47
4,15,11.5172,3,-13,99,7,17,24,7,11,17,25,42
13,10,145.988,3,-13,99,5,28,19,10,16,28,31,59
8,17,20.6727,3,-13,99,8,15,26,9,11,15,28,43
2,22,5.52928,3,-13,99,9,22,17,9,11,22,29,51
17,52,27.2325,3,-13,99,10,15,24,9,11,15,30,45
11,17,0.61668,3,-13,99,10,14,23,6,13,14,29,43
14,10,7.09527,3,-13,99,5,29,17,11,13,29,29,58
5,15,153.418,3,-13,99,10,14,24,10,11,14,31,45
30,19,0.0,3,-13,99,7,24,15,14,11,24,32,56
18,20,58.8751,3,-13,99,9,24,13,12,13,24,34,58
19,20,0.0,3,-13,99,9,24,14,11,13,24,33,57
27,38,116.955,3,-13,99,9,17,21,6,12,17,27,44
21,59,76.9946,3,-13,99,10,17,21,10,13,17,33,50
24,49,73.2812,3,-13,99,11,19,18,9,10,19,30,49
31,19,3.20497,3,-13,99,9,27,12,13,11,27,33,60
33,8,77.1272,3,-13,99,6,27,18,11,11,27,28,55
22,59,17.5049,3,-13,99,9,19,21,9,16,19,34,53
28,38,25.4001,3,-13,99,8,19,21,7,12,19,27,46
25,49,75.0952,3,-13,99,14,17,17,10,11,17,35,52
20,20,39.851,3,-13,99,9,25,14,14,14,25,37,62
34,9,82.7042,3,-13,99,6,29,18,10,13,29,29,58
32,8,55.75,3,-13,99,6,28,19,10,13,28,29,57
23,59,99.2849,3,-13,99,9,15,21,9,16,15,34,49
39,44,6.1601,3,-13,99,9,16,23,9,11,16,29,45
29,38,26.3157,3,-13,99,6,19,22,5,11,19,22,41
26,49,185.727,3,-13,99,13,18,20,8,10,18,31,49
36,6,145.292,3,-13,99,9,19,17,10,12,19,31,50
35,9,46.1725,3,-13,99,5,28,20,12,13,28,30,58
42,48,47.3612,3,-13,99,8,26,14,11,11,26,30,56
37,6,1.47331,3,-13,99,10,17,18,11,9,17,30,47
40,18,163.899,3,-13,99,9,26,15,11,11,26,31,57
45,32,23.9574,3,-13,99,8,16,19,8,10,16,26,42
51,33,127.255,3,-13,99,7,16,23,9,9,16,25,41
48,13,48.2553,3,-13,99,11,25,19,8,12,25,31,56
43,48,14.0736,3,-13,99,8,26,16,11,12,26,31,57
41,18,19.4752,3,-13,99,10,25,12,11,11,25,32,57
38,44,89.3112,3,-13,99,9,18,24,10,9,18,28,46
46,57,84.2974,3,-13,99,9,21,26,10,14,21,33,54
49,5,9.1064,3,-13,99,9,18,18,10,13,18,32,50
52,2,160.869,3,-13,99,8,18,22,6,14,18,28,46
44,32,8.9861,3,-13,99,9,15,22,7,10,15,26,41
57,53,2.1789,3,-13,99,11,21,19,12,11,21,34,55
54,16,126.824,3,-13,99,6,17,25,6,10,17,22,39
53,27,0.654128,3,-13,99,8,18,17,12,12,18,32,50
50,21,84.5448,3,-13,99,11,20,17,11,9,20,31,51
58,55,9.13121,3,-13,99,8,18,21,12,15,18,35,53
47,57,95.7195,3,-13,99,11,23,23,9,15,23,35,58
55,23,70.9124,3,-13,99,11,21,21,11,10,21,32,53
59,46,60.1465,3,-13,99,12,21,21,9,16,21,37,58
56,54,78.2741,3,-13,99,10,29,18,9,13,29,32,61
3,16,3.19026,3,-16,99,17,17,16,9,15,17,41,58
6,21,1.71166,3,-16,99,14,23,13,9,18,23,41,64
0,16,35.1141,3,-16,99,17,19,15,10,17,19,44,63
12,44,3.76916,3,-16,99,13,25,14,13,14,25,40,65
15,15,2.91002,3,-16,99,18,19,12,11,16,19,45,64
9,7,13.1701,3,-16,99,19,20,16,8,15,20,42,62
4,21,7.02918,3,-16,99,15,23,12,7,13,23,35,58
7,21,19.3834,3,-16,99,15,23,11,7,17,23,39,62
1,16,47.7705,3,-16,99,16,16,15,8,18,16,42,58
16,15,119.096,3,-16,99,15,21,15,12,15,21,42,63
13,44,62.0624,3,-16,99,16,23,17,12,13,23,41,64
14,44,0.0,3,-16,99,14,25,17,13,12,25,39,64
5,21,0.924007,3,-16,99,13,25,13,10,17,25,40,65
8,7,0.720383,3,-16,99,16,19,15,7,16,19,39,58
10,7,31.5004,3,-16,99,18,19,15,7,15,19,40,59
2,16,29.1326,3,-16,99,17,18,16,10,17,18,44,62
17,15,65.7559,3,-16,99,13,21,16,12,16,21,41,62
24,46,5.52645,3,-16,99,20,18,16,12,9,18,41,59
11,7,24.4169,3,-16,99,21,19,19,8,14,19,43,62
21,23,143.59,3,-16,99,12,24,13,11,17,24,40,64
30,30,1.02573,3,-16,99,16,13,14,12,20,13,48,61
18,32,9.78572,3,-16,99,16,21,18,12,13,21,41,62
27,29,13.6867,3,-16,99,15,17,22,14,9,17,38,55
25,46,56.8208,3,-16,99,15,19,16,13,11,19,39,58
33,26,70.4409,3,-16,99,14,25,15,11,14,25,39,64
22,23,46.5108,3,-16,99,11,26,12,10,18,26,39,65
31,30,84.7523,3,-16,99,13,12,17,12,19,12,44,56
19,32,44.597,3,-16,99,14,23,15,13,13,23,40,63
28,29,118.45,3,-16,99,14,20,25,13,10,20,37,57
34,37,16.4911,3,-16,99,17,23,17,9,15,23,41,64
26,46,34.8902,3,-16,99,18,22,16,12,9,22,39,61
32,26,48.1027,3,-16,99,15,25,17,12,13,25,40,65
23,23,26.2084,3,-16,99,12,26,12,10,15,26,37,63
29,29,14.3176,3,-16,99,15,17,23,14,9,17,38,55
20,32,151.973,3,-16,99,16,20,17,13,14,20,43,63
35,37,35.5872,3,-16,99,19,18,14,9,19,18,47,65
45,18,13.7871,3,-16,99,11,14,15,11,19,14,41,55
36,53,33.4636,3,-16,99,18,23,12,16,15,23,49,72
42,25,104.952,3,-16,99,16,24,14,10,12,24,38,62
39,56,33.7595,3,-16,99,17,22,15,13,11,22,41,63
48,6,81.0262,3,-16,99,17,17,15,6,15,17,38,55
46,3,15.0725,3,-16,99,18,29,17,12,13,29,43,72
51,11,72.1933,3,-16,99,19,20,14,12,12,20,43,63
43,25,6.44073,3,-16,99,16,27,13,10,11,27,37,64
37,53,95.5379,3,-16,99,18,23,12,12,17,23,47,70
49,5,0.877228,3,-16,99,17,22,16,6,17,22,40,62
40,59,110.98,3,-16,99,17,20,18,6,15,20,38,58
47,3,134.351,3,-16,99,20,24,15,11,13,24,44,68
44,18,71.5316,3,-16,99,12,12,14,13,18,12,43,55
52,8,74.0877,3,-16,99,15,26,16,13,8,26,36,62
41,59,2.2703,3,-16,99,15,22,17,8,14,22,37,59
50,22,50.5364,3,-16,99,13,23,12,12,17,23,42,65
38,56,51.9535,3,-16,99,17,21,17,12,10,21,39,60
57,42,25.3693,3,-16,99,18,15,12,11,16,15,45,60
54,1,44.7944,3,-16,99,18,25,15,15,14,25,47,72
53,17,66.2458,3,-16,99,14,21,14,9,15,21,38,59
58,50,4.75847,3,-16,99,14,24,16,9,15,24,38,62
55,52,12.1589,3,-16,99,14,25,16,12,12,25,38,63
59,10,1.44662,3,-16,99,17,23,16,12,9,23,38,61
56,54,57.6595,3,-16,99,16,20,18,12,20,20,48,68
0,41,41.6914,4,-4,99,15,14,20,13,18,14,46,60
9,13,49.3952,4,-4,99,14,13,24,13,18,13,45,58
15,53,60.1842,4,-4,99,17,21,16,8,12,21,37,58
3,41,26.3823,4,-4,99,14,15,19,13,18,15,45,60
6,24,4.34043,4,-4,99,20,14,17,13,21,14,54,68
12,55,39.459,4,-4,99,13,21,19,10,23,21,46,67
1,41,106.106,4,-4,99,15,14,20,12,16,14,43,57
10,13,36.1388,4,-4,99,14,17,26,13,20,17,47,64
7,24,3.87099,4,-4,99,17,16,17,13,21,16,51,67
4,24,38.4124,4,-4,99,16,15,19,13,21,15,50,65
16,53,56.2925,4,-4,99,16,23,18,10,14,23,40,63
13,55,56.7675,4,-4,99,12,21,16,11,25,21,48,69
2,41,61.0108,4,-4,99,14,15,20,11,17,15,42,57
11,13,150.77,4,-4,99,13,13,21,13,20,13,46,59
5,24,1.92899,4,-4,99,15,15,20,15,20,15,50,65
17,53,12.1674,4,-4,99,16,21,17,9,12,21,37,58
14,55,28.6212,4,-4,99,12,22,18,9,23,22,44,66
8,13,20.0577,4,-4,99,12,16,21,15,20,16,47,63
21,20,150.123,4,-4,99,16,15,21,13,22,15,51,66
18,5,5.83022,4,-4,99,13,21,16,14,14,21,41,62
24,6,40.5896,4,-4,99,14,19,16,12,12,19,38,57
30,15,27.918,4,-4,99,14,23,22,7,11,23,32,55
27,11,9.21475,4,-4,99,14,21,18,14,12,21,40,61
33,46,142.615,4,-4,99,14,20,16,10,20,20,44,64
22,20,46.1568,4,-4,99,16,17,17,13,19,17,48,65
19,5,44.9016,4,-4,99,13,20,16,10,16,20,39,59
31,15,117.352,4,-4,99,15,20,21,10,15,20,40,60
25,6,13.0372,4,-4,99,13,21,15,12,15,21,40,61
23,20,110.128,4,-4,99,16,16,21,11,24,16,51,67
28,11,43.6142,4,-4,99,15,22,19,10,15,22,40,62
34,28,22.5791,4,-4,99,14,21,20,9,13,21,36,57
20,5,4.91344,4,-4,99,14,18,16,13,14,18,41,59
32,46,38.9018,4,-4,99,12,21,20,11,19,21,42,63
26,6,41.6499,4,-4,99,14,20,13,13,15,20,42,62
36,18,37.2595,4,-4,99,14,16,21,13,19,16,46,62
39,26,162.533,4,-4,99,19,19,17,8,21,19,48,67
35,28,54.4599,4,-4,99,15,18,20,9,15,18,39,57
29,11,68.713,4,-4,99,14,22,19,11,14,22,39,61
42,42,17.5503,4,-4,99,10,25,19,10,18,25,38,63
45,40,33.5767,4,-4,99,15,16,19,9,17,16,41,57
40,4,1.66723,4,-4,99,13,17,18,13,12,17,38,55
37,18,39.6089,4,-4,99,16,20,20,11,20,20,47,67
48,48,22.7018,4,-4,99,13,16,20,8,22,16,43,59
51,14,60.8178,4,-4,99,13,16,22,14,21,16,48,64
46,3,92.0768,4,-4,99,15,19,17,9,20,19,44,63
41,4,105.414,4,-4,99,15,19,15,12,13,19,40,59
43,42,78.6552,4,-4,99,10,26,19,11,17,26,38,64
38,26,57.0775,4,-4,99,17,21,18,11,21,21,49,70
52,25,67.1969,4,-4,99,16,14,22,10,21,14,47,61
49,56,38.6395,4,-4,99,17,19,14,10,17,19,44,63
47,3,67.7544,4,-4,99,13,19,18,10,18,19,41,60
54,10,21.8269,4,-4,99,14,19,18,11,15,19,40,59
50,0,9.54101,4,-4,99,16,17,19,9,18,17,43,60
53,2,56.993,4,-4,99,13,18,17,9,21,18,43,61
57,36,54.7481,4,-4,99,12,20,19,12,21,20,45,65
44,40,53.3165,4,-4,99,20,19,17,11,13,19,44,63
55,51,19.8746,4,-4,99,15,17,17,13,19,17,47,64
58,27,110.658,4,-4,99,15,16,16,11,14,16,40,56
56,33,57.2659,4,-4,99,16,20,18,11,17,20,44,64
59,39,398.655,4,-4,99,14,21,18,9,16,21,39,60
6,54,41.7229,4,-7,99,12,19,21,18,12,19,42,61
3,56,57.0608,4,-7,99,10,25,15,17,14,25,41,66
0,56,14.8666,4,-7,99,9,27,15,12,14,27,35,62
12,12,67.1513,4,-7,99,13,22,11,11,10,22,34,56
9,14,59.3403,4,-7,99,10,18,13,10,14,18,34,52
15,29,17.8283,4,-7,99,14,23,15,10,15,23,39,62
4,54,0.359173,4,-7,99,12,20,15,20,13,20,45,65
7,54,28.2512,4,-7,99,12,23,18,16,13,23,41,64
1,56,96.3794,4,-7,99,11,24,16,12,14,24,37,61
10,14,54.2364,4,-7,99,10,17,11,11,10,17,31,48
13,12,131.926,4,-7,99,11,21,12,9,10,21,30,51
16,29,113.227,4,-7,99,13,26,16,10,14,26,37,63
5,54,71.6347,4,-7,99,12,21,18,17,13,21,42,63
8,14,73.1916,4,-7,99,10,19,9,10,16,19,36,55
2,56,53.8977,4,-7,99,14,20,18,18,8,20,40,60
14,12,19.8699,4,-7,99,15,18,11,10,10,18,35,53
11,14,20.7934,4,-7,99,12,19,9,9,11,19,32,51
24,3,0.0,4,-7,99,11,25,13,20,16,25,47,72
18,47,5.77832,4,-7,99,14,23,19,17,12,23,43,66
17,29,41.9538,4,-7,99,10,25,16,13,14,25,37,62
21,49,21.3148,4,-7,99,12,28,14,12,17,28,41,69
30,18,95.4497,4,-7,99,8,20,8,12,11,20,31,51
27,20,5.98368,4,-7,99,10,27,11,9,12,27,31,58
19,47,82.3038,4,-7,99,12,26,19,15,12,26,39,65
25,3,63.2513,4,-7,99,10,28,12,19,16,28,45,73
33,51,22.3579,4,-7,99,14,24,15,14,10,24,38,62
22,49,88.7975,4,-7,99,14,28,13,14,16,28,44,72
20,47,9.22786,4,-7,99,13,26,19,16,11,26,40,66
31,18,51.7537,4,-7,99,9,20,12,10,11,20,30,50
34,15,41.2435,4,-7,99,9,21,7,9,13,21,31,52
28,20,46.5369,4,-7,99,12,27,11,10,10,27,32,59
26,3,128.847,4,-7,99,10,28,13,16,15,28,41,69
36,40,13.9495,4,-7,99,7,21,7,11,12,21,30,51
35,15,46.6993,4,-7,99,8,23,7,8,11,23,27,50
32,51,56.3772,4,-7,99,14,21,17,13,10,21,37,58
23,49,15.7771,4,-7,99,12,29,14,13,17,29,42,71
29,20,65.1206,4,-7,99,13,25,11,8,12,25,33,58
39,17,22.0977,4,-7,99,7,22,6,13,12,22,32,54
37,40,4.29658,4,-7,99,8,23,9,9,10,23,27,50
42,39,29.403,4,-7,99,13,17,14,16,9,17,38,55
48,33,70.454,4,-7,99,15,28,13,11,8,28,34,62
45,58,80.5575,4,-7,99,13,22,16,12,11,22,36,58
51,44,35.5397,4,-7,99,11,21,13,11,14,21,36,57
40,1,40.6128,4,-7,99,10,26,12,16,16,26,42,68
38,17,13.6049,4,-7,99,8,19,6,9,12,19,29,48
43,39,8.19451,4,-7,99,12,20,12,17,9,20,38,58
46,48,16.0512,4,-7,99,16,16,9,12,11,16,39,55
52,5,57.4041,4,-7,99,14,19,10,12,8,19,34,53
41,1,58.7507,4,-7,99,10,25,14,16,14,25,40,65
49,10,22.9633,4,-7,99,10,29,12,13,18,29,41,70
54,45,90.3179,4,-7,99,11,18,10,13,13,18,37,55
44,58,58.9,4,-7,99,12,24,14,13,8,24,33,57
57,22,10.4294,4,-7,99,12,23,17,16,8,23,36,59
47,48,71.0938,4,-7,99,17,16,11,11,11,16,39,55
53,0,115.101,4,-7,99,12,26,13,15,15,26,42,68
50,8,33.2668,4,-7,99,10,26,14,14,16,26,40,66
55,59,44.2759,4,-7,99,8,20,10,12,9,20,29,49
58,13,32.2007,4,-7,99,10,24,9,12,11,24,33,57
56,24,24.2226,4,-7,99,12,18,13,15,9,18,36,54
59,42,12.9984,4,-7,99,12,22,18,15,16,22,43,65
6,3,22.979,4,-10,99,10,26,13,10,12,26,32,58
3,2,2.1694,4,-10,99,9,23,16,7,9,23,25,48
0,2,12.2524,4,-10,99,10,23,13,10,11,23,31,54
9,22,101.878,4,-10,99,9,25,11,10,9,25,28,53
15,12,10.4073,4,-10,99,11,27,16,8,9,27,28,55
12,47,108.829,4,-10,99,13,22,12,9,12,22,34,56
4,3,0.0,4,-10,99,11,23,13,9,11,23,31,54
7,3,18.9268,4,-10,99,7,25,13,11,11,25,29,54
10,22,139.639,4,-10,99,8,23,11,11,9,23,28,51
1,2,11.5635,4,-10,99,11,22,14,10,10,22,31,53
5,3,105.407,4,-10,99,10,23,11,9,11,23,30,53
16,12,153.173,4,-10,99,9,31,15,9,10,31,28,59
13,47,128.023,4,-10,99,11,29,6,11,11,29,33,62
8,22,39.6226,4,-10,99,10,26,13,12,5,26,27,53
11,22,112.093,4,-10,99,10,25,12,12,12,25,34,59
18,14,44.73,4,-10,99,11,26,15,10,7,26,28,54
17,12,48.2171,4,-10,99,11,30,15,7,10,30,28,58
14,47,72.3312,4,-10,99,11,24,9,12,12,24,35,59
21,48,66.531,4,-10,99,11,28,10,11,7,28,29,57
2,2,18.4991,4,-10,99,9,24,14,9,9,24,27,51
24,49,184.51,4,-10,99,7,21,13,11,14,21,32,53
30,51,93.5131,4,-10,99,14,26,11,11,8,26,33,59
27,21,69.9841,4,-10,99,10,27,13,11,12,27,33,60
22,48,22.45,4,-10,99,11,26,10,10,8,26,29,55
33,44,0.0,4,-10,99,17,24,15,10,10,24,37,61
19,14,0.201584,4,-10,99,10,30,13,10,8,30,28,58
31,51,17.2223,4,-10,99,14,26,12,11,9,26,34,60
28,21,65.5439,4,-10,99,9,26,11,10,11,26,30,56
25,49,15.566,4,-10,99,6,21,11,11,13,21,30,51
23,48,0.52808,4,-10,99,13,29,9,10,9,29,32,61
20,14,114.017,4,-10,99,9,28,14,12,8,28,29,57
34,16,139.149,4,-10,99,9,27,14,12,10,27,31,58
29,21,10.8401,4,-10,99,9,28,11,12,11,28,32,60
32,44,0.338542,4,-10,99,15,23,14,11,11,23,37,60
26,49,103.986,4,-10,99,7,21,14,10,13,21,30,51
39,30,21.4335,4,-10,99,7,27,12,11,13,27,31,58
36,31,12.6996,4,-10,99,11,24,11,13,10,24,34,58
35,16,170.404,4,-10,99,9,27,15,12,12,27,33,60
45,41,66.5858,4,-10,99,11,23,11,8,13,23,32,55
48,39,0.08563,4,-10,99,9,24,15,11,9,24,29,53
42,34,74.3786,4,-10,99,7,27,9,13,9,27,29,56
37,31,159.03,4,-10,99,9,22,10,11,13,22,33,55
40,9,77.6086,4,-10,99,5,24,10,12,13,24,30,54
51,24,98.3083,4,-10,99,8,25,14,9,10,25,27,52
46,29,119.42,4,-10,99,6,26,13,13,13,26,32,58
49,10,60.9816,4,-10,99,6,25,14,10,11,25,27,52
43,34,81.6162,4,-10,99,9,28,13,14,9,28,32,60
52,6,39.8717,4,-10,99,10,29,13,8,9,29,27,56
38,30,117.305,4,-10,99,8,24,10,11,13,24,32,56
47,29,109.117,4,-10,99,7,26,13,12,11,26,30,56
41,9,55.8262,4,-10,99,3,28,14,11,13,28,27,55
50,13,75.1011,4,-10,99,8,28,15,10,8,28,26,54
44,41,130.693,4,-10,99,10,26,12,8,13,26,31,57
53,7,24.2688,4,-10,99,7,30,12,8,10,30,25,55
54,45,26.5394,4,-10,99,16,26,15,9,11,26,36,62
57,36,96.0989,4,-10,99,12,25,13,9,10,25,31,56
55,43,25.3092,4,-10,99,9,28,14,9,10,28,28,56
58,15,23.3381,4,-10,99,10,25,15,10,9,25,29,54
56,35,34.1648,4,-10,99,11,25,11,12,10,25,33,58
59,0,118.444,4,-10,99,10,25,11,8,12,25,30,55
0,37,0.0,4,-13,99,18,21,13,8,11,21,37,58
9,26,0.174122,4,-13,99,18,23,15,9,9,23,36,59
6,34,15.7802,4,-13,99,13,23,15,16,12,23,41,64
12,10,1.24803,4,-13,99,16,20,15,14,13,20,43,63
3,37,155.8,4,-13,99,20,20,16,9,10,20,39,59
15,17,140.349,4,-13,99,24,20,10,16,7,20,47,67
10,26,0.0,4,-13,99,16,23,18,7,7,23,30,53
1,37,12.1288,4,-13,99,20,18,15,9,13,18,42,60
4,34,27.4461,4,-13,99,14,23,16,14,11,23,39,62
13,10,0.211669,4,-13,99,18,19,14,14,12,19,44,63
7,34,17.9951,4,-13,99,16,22,13,16,12,22,44,66
11,26,13.0239,4,-13,99,15,17,16,10,8,17,33,50
16,17,118.658,4,-13,99,21,21,9,18,7,21,46,67
14,10,0.0235948,4,-13,99,21,18,13,14,13,18,48,66
2,37,136.101,4,-13,99,19,19,14,9,13,19,41,60
21,49,0.0,4,-13,99,13,21,12,16,14,21,43,64
5,34,38.9667,4,-13,99,17,23,18,10,12,23,39,62
18,4,28.7929,4,-13,99,19,20,16,10,15,20,44,64
8,26,84.196,4,-13,99,16,21,20,8,12,21,36,57
17,17,97.2542,4,-13,99,24,20,10,16,10,20,50,70
24,31,62.2773,4,-13,99,20,24,18,8,11,24,39,63
27,28,108.211,4,-13,99,22,15,13,17,11,15,50,65
22,49,33.9938,4,-13,99,15,19,13,14,13,19,42,61
30,13,73.3318,4,-13,99,20,25,10,13,13,25,46,71
33,8,0.0547007,4,-13,99,20,18,16,13,11,18,44,62
19,4,6.80514,4,-13,99,18,19,14,12,15,19,45,64
28,28,71.6109,4,-13,99,19,17,13,15,13,17,47,64
25,31,81.9226,4,-13,99,19,23,20,10,11,23,40,63
23,49,8.43435,4,-13,99,11,19,14,19,14,19,44,63
31,13,37.826,4,-13,99,22,21,11,15,12,21,49,70
34,56,180.245,4,-13,99,20,18,16,12,11,18,43,61
20,4,80.1758,4,-13,99,17,18,15,12,13,18,42,60
29,28,15.3893,4,-13,99,23,17,12,16,11,17,50,67
26,31,102.877,4,-13,99,18,22,21,9,10,22,37,59
36,42,134.433,4,-13,99,15,22,19,10,14,22,39,61
39,6,35.0282,4,-13,99,18,15,18,9,12,15,39,54
32,8,20.9977,4,-13,99,14,21,15,13,9,21,36,57
42,14,118.755,4,-13,99,22,26,8,14,9,26,45,71
35,56,10.835,4,-13,99,17,22,17,8,11,22,36,58
45,12,29.4493,4,-13,99,24,27,9,15,12,27,51,78
40,53,144.675,4,-13,99,23,22,9,18,9,22,50,72
43,14,62.0691,4,-13,99,21,25,8,16,8,25,45,70
48,38,84.8347,4,-13,99,17,19,14,17,8,19,42,61
51,55,33.1103,4,-13,99,8,22,15,19,16,22,43,65
37,42,40.2813,4,-13,99,16,24,18,9,13,24,38,62
46,58,19.2845,4,-13,99,20,17,10,14,10,17,44,61
41,53,62.877,4,-13,99,19,21,13,17,9,21,45,66
49,7,80.0413,4,-13,99,16,18,17,10,10,18,36,54
52,20,173.255,4,-13,99,17,16,13,16,11,16,44,60
44,12,10.0702,4,-13,99,22,27,11,13,12,27,47,74
47,58,58.3587,4,-13,99,20,17,11,17,12,17,49,66
38,6,91.4427,4,-13,99,17,20,16,10,11,20,38,58
50,47,71.8174,4,-13,99,17,22,19,9,11,22,37,59
54,43,56.2453,4,-13,99,14,21,19,10,13,21,37,58
57,15,122.184,4,-13,99,22,15,12,18,8,15,48,63
53,48,174.278,4,-13,99,15,20,17,8,13,20,36,56
55,39,105.081,4,-13,99,16,18,14,19,11,18,46,64
58,23,35.3415,4,-13,99,12,28,11,16,11,28,39,67
