sim_num,parent,fitness,seed,gravity,generation,Sensor,Body (Sphere),Joint,Neuron,Wire,morpho_comp,cogni_comp,total_comp
19,47,14.0094,1,-16,99,9,22,16,7,12,22,28,50
27,1,239.061,1,-16,99,9,23,16,9,11,23,29,52
30,48,103.053,1,-16,99,11,20,11,5,12,20,28,48
22,56,19.709,1,-16,99,14,25,17,8,10,25,32,57
33,59,46.1472,1,-16,99,11,23,15,11,11,23,33,56
25,43,59.6663,1,-16,99,13,23,13,10,12,23,35,58
20,47,90.4165,1,-16,99,10,21,14,10,13,21,33,54
28,1,70.7161,1,-16,99,10,24,17,9,10,24,29,53
31,48,13.6217,1,-16,99,11,16,13,10,13,16,34,50
23,56,229.874,1,-16,99,15,20,14,12,12,20,39,59
34,41,79.5316,1,-16,99,14,28,16,10,11,28,35,63
26,43,0.179856,1,-16,99,12,24,13,11,12,24,35,59
36,19,122.433,1,-16,99,14,23,12,9,11,23,34,57
29,1,458.281,1,-16,99,11,19,17,8,12,19,31,50
32,59,80.41,1,-16,99,12,24,16,9,12,24,33,57
39,15,102.683,1,-16,99,18,23,12,11,13,23,42,65
35,41,52.5576,1,-16,99,13,26,14,12,12,26,37,63
45,26,71.3732,1,-16,99,16,23,14,14,14,23,44,67
42,42,186.586,1,-16,99,12,24,16,12,12,24,36,60
37,19,25.988,1,-16,99,12,26,12,10,12,26,34,60
48,46,143.062,1,-16,99,10,22,16,10,11,22,31,53
40,21,13.655,1,-16,99,11,25,18,10,10,25,31,56
43,42,27.8662,1,-16,99,11,27,15,11,11,27,33,60
51,5,156.412,1,-16,99,8,26,12,8,10,26,26,52
49,38,194.622,1,-16,99,10,20,14,7,11,20,28,48
46,45,161.462,1,-16,99,13,24,17,13,14,24,40,64
38,15,135.817,1,-16,99,15,25,13,10,13,25,38,63
41,21,53.4864,1,-16,99,11,25,18,10,10,25,31,56
52,51,114.704,1,-16,99,11,21,17,10,11,21,32,53
44,26,11.9334,1,-16,99,16,21,13,12,13,21,41,62
53,17,0.0,1,-16,99,16,23,15,11,13,23,40,63
50,58,119.986,1,-16,99,11,22,15,9,9,22,29,51
47,45,15.9266,1,-16,99,13,24,19,12,11,24,36,60
57,52,105.401,1,-16,99,10,28,17,10,10,28,30,58
54,54,88.4724,1,-16,99,12,24,15,14,11,24,37,61
58,30,182.959,1,-16,99,8,24,15,8,11,24,27,51
55,53,185.536,1,-16,99,10,23,16,12,10,23,32,55
56,2,39.0286,1,-16,99,8,24,17,7,11,24,26,50
59,7,157.437,1,-16,99,9,23,16,10,8,23,27,50
6,35,20.6575,2,-4,99,11,12,11,9,21,12,41,53
0,52,15.2179,2,-4,99,16,16,11,14,16,16,46,62
3,52,45.917,2,-4,99,15,15,11,12,20,15,47,62
9,13,60.5139,2,-4,99,17,21,18,10,15,21,42,63
15,19,7.88665,2,-4,99,11,25,15,8,16,25,35,60
12,55,4.96868,2,-4,99,13,19,11,10,15,19,38,57
1,52,32.3781,2,-4,99,14,19,11,11,18,19,43,62
7,35,67.0606,2,-4,99,12,13,11,9,20,13,41,54
4,35,0.0,2,-4,99,9,13,12,9,20,13,38,51
13,55,78.8885,2,-4,99,14,19,9,8,13,19,35,54
10,13,14.5303,2,-4,99,14,24,18,10,14,24,38,62
2,52,43.9349,2,-4,99,14,16,11,10,20,16,44,60
16,19,25.1533,2,-4,99,10,26,15,9,17,26,36,62
5,35,82.9242,2,-4,99,8,15,11,10,19,15,37,52
8,13,61.3103,2,-4,99,14,20,16,11,16,20,41,61
18,2,88.8937,2,-4,99,9,20,13,11,13,20,33,53
14,55,60.3954,2,-4,99,15,15,13,9,15,15,39,54
24,30,3.34792,2,-4,99,9,23,12,10,15,23,34,57
11,13,12.8353,2,-4,99,12,23,19,9,15,23,36,59
17,19,44.3076,2,-4,99,10,29,18,8,18,29,36,65
21,33,61.007,2,-4,99,13,22,16,8,17,22,38,60
19,2,65.1231,2,-4,99,11,19,17,10,14,19,35,54
30,5,37.5842,2,-4,99,10,26,14,11,18,26,39,65
27,49,60.102,2,-4,99,20,26,11,11,14,26,45,71
25,30,64.4289,2,-4,99,12,18,12,9,17,18,38,56
20,2,45.3126,2,-4,99,13,19,15,11,13,19,37,56
22,33,39.1038,2,-4,99,12,21,16,8,15,21,35,56
33,46,107.237,2,-4,99,10,28,16,15,15,28,40,68
28,49,56.4063,2,-4,99,20,23,10,13,17,23,50,73
31,5,119.205,2,-4,99,8,27,15,10,18,27,36,63
26,30,32.031,2,-4,99,10,18,12,11,17,18,38,56
29,49,79.4026,2,-4,99,18,23,14,12,14,23,44,67
23,33,39.6762,2,-4,99,14,18,17,10,15,18,39,57
36,32,41.1008,2,-4,99,12,19,13,9,17,19,38,57
34,26,52.6066,2,-4,99,13,20,6,8,18,20,39,59
39,23,81.3332,2,-4,99,18,22,10,10,15,22,43,65
32,46,24.6229,2,-4,99,6,27,16,16,15,27,37,64
37,32,67.4259,2,-4,99,12,19,17,9,16,19,37,56
42,38,56.3313,2,-4,99,9,23,16,14,16,23,39,62
45,14,5.35924,2,-4,99,14,20,12,10,18,20,42,62
35,26,35.4222,2,-4,99,16,19,7,9,17,19,42,61
40,22,39.1002,2,-4,99,16,23,10,11,15,23,42,65
48,27,15.081,2,-4,99,7,26,18,15,15,26,37,63
46,36,30.2745,2,-4,99,15,12,10,9,17,12,41,53
51,15,52.4895,2,-4,99,13,23,9,10,17,23,40,63
38,23,127.225,2,-4,99,18,20,12,11,15,20,44,64
43,38,59.8707,2,-4,99,8,26,14,10,13,26,31,57
49,0,8.29195,2,-4,99,10,22,14,11,16,22,37,59
41,22,30.0893,2,-4,99,16,18,12,11,17,18,44,62
47,36,63.8189,2,-4,99,16,11,9,8,18,11,42,53
44,14,5.98769,2,-4,99,14,18,20,11,16,18,41,59
50,40,14.1879,2,-4,99,15,10,15,10,14,10,39,49
54,48,33.4734,2,-4,99,15,21,11,11,16,21,42,63
57,21,45.3158,2,-4,99,17,17,13,10,15,17,42,59
52,44,48.2262,2,-4,99,11,28,16,12,13,28,36,64
55,1,0.00474238,2,-4,99,9,21,15,11,14,21,34,55
56,50,0.00704545,2,-4,99,14,20,18,14,14,20,42,62
53,34,86.3274,2,-4,99,15,11,11,12,21,11,48,59
58,4,60.8867,2,-4,99,9,32,13,12,13,32,34,66
59,18,0.0,2,-4,99,11,24,16,7,16,24,34,58
3,28,22.6597,2,-7,99,9,15,16,14,9,15,32,47
12,14,329.726,2,-7,99,10,20,15,11,15,20,36,56
0,28,45.7876,2,-7,99,10,16,13,14,11,16,35,51
9,0,90.8215,2,-7,99,9,16,15,12,10,16,31,47
6,8,145.412,2,-7,99,10,24,10,10,12,24,32,56
15,9,23.6544,2,-7,99,9,22,12,10,14,22,33,55
4,8,44.3344,2,-7,99,11,21,13,9,12,21,32,53
1,28,102.146,2,-7,99,9,16,15,15,13,16,37,53
13,14,159.687,2,-7,99,9,22,16,10,13,22,32,54
10,0,83.1743,2,-7,99,9,16,14,12,13,16,34,50
7,8,108.184,2,-7,99,13,22,11,9,10,22,32,54
16,9,32.468,2,-7,99,9,23,11,11,13,23,33,56
2,28,41.0711,2,-7,99,10,15,12,13,11,15,34,49
5,8,12.4126,2,-7,99,12,20,12,11,13,20,36,56
14,14,12.7245,2,-7,99,11,21,14,11,14,21,36,57
11,0,127.866,2,-7,99,9,15,14,9,12,15,30,45
8,0,80.3487,2,-7,99,11,15,15,11,11,15,33,48
17,9,77.2343,2,-7,99,8,26,15,7,12,26,27,53
24,39,137.753,2,-7,99,9,17,12,13,12,17,34,51
21,53,8.0861,2,-7,99,15,26,16,5,12,26,32,58
18,10,52.4516,2,-7,99,11,21,12,9,12,21,32,53
27,24,62.308,2,-7,99,15,15,13,14,12,15,41,56
30,5,16.7737,2,-7,99,11,15,12,12,11,15,34,49
33,15,5.66209,2,-7,99,14,19,17,10,10,19,34,53
25,39,91.8076,2,-7,99,12,17,10,12,10,17,34,51
22,53,57.4927,2,-7,99,13,29,14,7,11,29,31,60
28,24,48.9343,2,-7,99,15,19,15,11,11,19,37,56
31,5,43.3101,2,-7,99,10,14,12,13,13,14,36,50
19,10,13.9905,2,-7,99,11,21,14,9,11,21,31,52
34,22,0.458798,2,-7,99,12,22,8,11,11,22,34,56
26,39,18.3179,2,-7,99,7,18,13,13,12,18,32,50
29,24,83.2809,2,-7,99,16,17,13,8,15,17,39,56
23,53,88.9389,2,-7,99,14,27,15,5,12,27,31,58
35,22,0.928689,2,-7,99,13,24,8,12,11,24,36,60
20,10,7.41187,2,-7,99,11,21,12,10,12,21,33,54
32,15,3.1207,2,-7,99,16,22,18,9,11,22,36,58
36,49,62.0426,2,-7,99,10,20,12,10,15,20,35,55
42,21,36.3033,2,-7,99,11,25,8,11,13,25,35,60
39,19,50.9114,2,-7,99,15,23,10,11,10,23,36,59
45,52,0.179395,2,-7,99,9,27,8,11,12,27,32,59
51,16,61.0136,2,-7,99,14,18,21,10,12,18,36,54
48,30,0.54606,2,-7,99,9,14,8,16,13,14,38,52
40,47,69.4457,2,-7,99,9,20,15,15,13,20,37,57
37,49,50.0136,2,-7,99,9,22,12,13,13,22,35,57
43,21,30.7563,2,-7,99,11,28,8,10,12,28,33,61
52,3,48.4828,2,-7,99,9,18,12,11,12,18,32,50
46,51,32.9985,2,-7,99,10,15,12,14,12,15,36,51
49,34,55.2802,2,-7,99,8,19,10,11,12,19,31,50
41,47,20.8769,2,-7,99,10,21,16,12,14,21,36,57
38,19,38.7693,2,-7,99,15,20,11,11,10,20,36,56
44,52,60.6738,2,-7,99,10,24,9,13,13,24,36,60
53,23,45.4109,2,-7,99,10,25,9,11,13,25,34,59
54,38,188.913,2,-7,99,11,16,13,13,10,16,34,50
50,35,34.6154,2,-7,99,10,16,15,11,14,16,35,51
47,51,51.0143,2,-7,99,11,13,14,13,12,13,36,49
57,50,90.3072,2,-7,99,12,22,8,14,12,22,38,60
55,12,8.03957,2,-7,99,11,21,19,9,13,21,33,54
58,41,72.9477,2,-7,99,11,25,10,9,7,25,27,52
56,32,17.9608,2,-7,99,9,15,14,14,11,15,34,49
59,18,82.5958,2,-7,99,12,19,14,15,9,19,36,55
0,17,175.029,2,-10,99,10,25,10,18,15,25,43,68
3,17,116.793,2,-10,99,13,26,9,15,15,26,43,69
15,29,68.259,2,-10,99,14,24,12,18,9,24,41,65
12,25,93.9639,2,-10,99,11,27,14,13,12,27,36,63
9,26,135.752,2,-10,99,10,23,17,16,9,23,35,58
6,13,35.2519,2,-10,99,11,33,8,15,14,33,40,73
4,13,1.10437,2,-10,99,12,29,11,16,13,29,41,70
1,17,29.3416,2,-10,99,11,28,10,14,15,28,40,68
13,25,84.0699,2,-10,99,11,25,14,18,9,25,38,63
7,13,1.36807,2,-10,99,13,30,9,17,12,30,42,72
16,29,76.1619,2,-10,99,11,20,11,20,10,20,41,61
10,26,136.858,2,-10,99,12,24,15,15,10,24,37,61
5,13,0.771008,2,-10,99,11,32,10,14,14,32,39,71
2,17,8.37598,2,-10,99,10,28,9,15,18,28,43,71
14,25,137.686,2,-10,99,10,21,14,16,12,21,38,59
8,26,65.0661,2,-10,99,11,24,17,14,11,24,36,60
11,26,120.471,2,-10,99,11,24,19,15,9,24,35,59
17,29,79.448,2,-10,99,13,21,12,20,10,21,43,64
18,12,205.774,2,-10,99,13,30,8,13,16,30,42,72
24,52,45.8102,2,-10,99,17,22,14,12,16,22,45,67
21,19,9.95776,2,-10,99,18,18,12,16,15,18,49,67
27,18,5.17137,2,-10,99,18,20,15,15,14,20,47,67
30,45,12.0659,2,-10,99,13,21,11,20,16,21,49,70
25,52,184.402,2,-10,99,15,18,14,18,18,18,51,69
33,43,115.614,2,-10,99,17,19,13,19,13,19,49,68
19,12,22.5986,2,-10,99,12,28,12,12,14,28,38,66
22,19,111.608,2,-10,99,16,20,13,17,13,20,46,66
28,18,53.5855,2,-10,99,19,25,13,17,13,25,49,74
31,45,89.0994,2,-10,99,12,20,12,17,19,20,48,68
20,12,3.95566,2,-10,99,12,27,8,16,13,27,41,68
26,52,54.3122,2,-10,99,19,17,13,19,18,17,56,73
34,46,92.5709,2,-10,99,12,19,16,12,10,19,34,53
29,18,91.177,2,-10,99,16,23,15,17,11,23,44,67
23,19,36.2741,2,-10,99,19,18,10,17,11,18,47,65
32,43,12.6798,2,-10,99,15,20,14,19,16,20,50,70
39,11,139.454,2,-10,99,17,20,13,17,16,20,50,70
36,50,32.5664,2,-10,99,15,17,13,12,14,17,41,58
35,46,3.21982,2,-10,99,14,23,16,14,10,23,38,61
45,36,30.255,2,-10,99,13,22,11,15,12,22,40,62
42,21,53.2265,2,-10,99,11,24,13,17,14,24,42,66
48,30,121.431,2,-10,99,13,24,10,25,14,24,52,76
51,32,122.873,2,-10,99,17,20,13,22,14,20,53,73
37,50,68.8049,2,-10,99,17,22,12,14,10,22,41,63
40,38,78.9659,2,-10,99,14,22,15,22,15,22,51,73
46,53,173.763,2,-10,99,13,23,12,17,13,23,43,66
43,21,90.6927,2,-10,99,9,23,10,21,15,23,45,68
49,59,55.9438,2,-10,99,10,24,12,19,15,24,44,68
38,11,25.5963,2,-10,99,17,21,13,18,15,21,50,71
52,57,30.4676,2,-10,99,10,21,12,19,20,21,49,70
47,53,35.33,2,-10,99,12,25,12,18,12,25,42,67
41,38,81.2946,2,-10,99,14,21,14,23,13,21,50,71
44,36,87.5435,2,-10,99,12,24,11,15,16,24,43,67
53,9,3.79156,2,-10,99,13,19,13,17,14,19,44,63
50,28,55.3759,2,-10,99,16,21,12,18,12,21,46,67
54,55,74.0238,2,-10,99,12,23,11,13,14,23,39,62
57,2,31.2588,2,-10,99,9,33,11,14,19,33,42,75
58,5,11.1764,2,-10,99,15,19,8,20,17,19,52,71
55,27,81.1389,2,-10,99,14,22,14,19,15,22,48,70
59,0,91.8721,2,-10,99,13,30,9,11,13,30,37,67
56,49,83.2988,2,-10,99,12,22,13,19,10,22,41,63
0,6,71.7203,2,-13,99,17,30,15,11,11,30,39,69
3,6,165.56,2,-13,99,17,32,16,12,10,32,39,71
9,50,69.8661,2,-13,99,12,19,14,11,13,19,36,55
12,46,157.424,2,-13,99,11,28,8,10,10,28,31,59
6,17,159.481,2,-13,99,17,23,14,17,12,23,46,69
15,14,65.751,2,-13,99,18,27,15,15,14,27,47,74
13,46,13.4926,2,-13,99,10,30,8,9,9,30,28,58
10,50,202.002,2,-13,99,12,18,15,10,14,18,36,54
4,17,168.101,2,-13,99,17,23,13,15,10,23,42,65
1,6,205.292,2,-13,99,17,30,16,10,10,30,37,67
7,17,89.2751,2,-13,99,18,23,15,14,11,23,43,66
16,14,196.301,2,-13,99,16,25,15,15,14,25,45,70
14,46,25.7987,2,-13,99,9,29,7,10,13,29,32,61
2,6,14.3928,2,-13,99,19,30,16,12,9,30,40,70
11,50,66.3915,2,-13,99,13,20,14,11,15,20,39,59
5,17,116.412,2,-13,99,15,20,16,17,11,20,43,63
8,50,2.84621,2,-13,99,12,21,9,9,13,21,34,55
17,14,92.1251,2,-13,99,18,24,14,17,14,24,49,73
21,0,53.8778,2,-13,99,18,28,21,13,9,28,40,68
24,8,1.23023,2,-13,99,14,22,18,15,12,22,41,63
18,2,25.6185,2,-13,99,20,27,19,15,9,27,44,71
30,29,127.607,2,-13,99,17,30,19,13,9,30,39,69
27,57,35.7626,2,-13,99,14,19,20,16,12,19,42,61
33,15,148.649,2,-13,99,18,20,17,17,14,20,49,69
25,8,95.6199,2,-13,99,13,25,18,14,12,25,39,64
19,2,46.2138,2,-13,99,18,30,21,16,11,30,45,75
22,0,30.5353,2,-13,99,19,27,22,13,10,27,42,69
28,57,70.1144,2,-13,99,15,19,21,16,12,19,43,62
34,32,10.5533,2,-13,99,13,21,12,14,9,21,36,57
31,29,183.217,2,-13,99,13,25,22,13,7,25,33,58
20,2,59.8469,2,-13,99,20,29,18,16,9,29,45,74
26,8,64.997,2,-13,99,14,24,20,16,9,24,39,63
35,32,56.8233,2,-13,99,13,28,12,11,9,28,33,61
29,57,68.2608,2,-13,99,15,18,21,15,12,18,42,60
23,0,24.9903,2,-13,99,21,27,22,13,9,27,43,70
32,15,232.374,2,-13,99,17,28,15,17,12,28,46,74
36,34,167.581,2,-13,99,14,26,12,12,9,26,35,61
39,13,165.893,2,-13,99,17,27,12,16,15,27,48,75
45,18,45.7786,2,-13,99,9,20,17,19,9,20,37,57
42,7,15.6966,2,-13,99,21,31,15,11,10,31,42,73
51,26,0.632793,2,-13,99,19,25,10,12,12,25,43,68
48,11,51.7191,2,-13,99,13,25,17,16,12,25,41,66
40,35,89.6974,2,-13,99,14,26,13,8,8,26,30,56
37,34,81.0373,2,-13,99,13,22,15,11,9,22,33,55
46,20,200.177,2,-13,99,14,22,17,18,12,22,44,66
41,35,23.3102,2,-13,99,14,25,15,9,7,25,30,55
43,7,29.6684,2,-13,99,20,33,12,15,9,33,44,77
49,30,124.667,2,-13,99,19,23,18,13,9,23,41,64
38,13,49.7031,2,-13,99,15,26,11,14,14,26,43,69
52,41,68.2321,2,-13,99,15,22,18,15,9,22,39,61
47,20,48.1282,2,-13,99,10,19,19,16,13,19,39,58
54,28,142.908,2,-13,99,14,31,22,12,8,31,34,65
53,33,5.84972,2,-13,99,14,20,14,12,13,20,39,59
50,49,118.546,2,-13,99,10,24,12,8,12,24,30,54
57,44,52.3463,2,-13,99,15,28,16,11,11,28,37,65
44,18,104.135,2,-13,99,8,20,20,18,10,20,36,56
58,48,83.756,2,-13,99,18,27,16,15,12,27,45,72
55,10,95.349,2,-13,99,12,25,15,19,13,25,44,69
59,53,20.1702,2,-13,99,16,26,11,9,11,26,36,62
56,9,140.799,2,-13,99,15,21,22,17,15,21,47,68
6,21,29.6474,2,-16,99,9,18,14,11,11,18,31,49
9,22,23.749,2,-16,99,9,19,12,11,11,19,31,50
0,8,26.3584,2,-16,99,16,21,13,10,12,21,38,59
12,18,36.1037,2,-16,99,10,18,10,6,15,18,31,49
15,59,0.0,2,-16,99,10,24,11,8,14,24,32,56
3,8,190.078,2,-16,99,17,21,14,8,13,21,38,59
7,21,34.6065,2,-16,99,10,18,11,11,12,18,33,51
10,22,170.065,2,-16,99,10,21,12,11,10,21,31,52
13,18,170.065,2,-16,99,9,17,12,7,14,17,30,47
16,59,43.8693,2,-16,99,11,24,13,9,10,24,30,54
1,8,32.9459,2,-16,99,13,18,15,10,15,18,38,56
4,21,170.065,2,-16,99,10,19,11,11,13,19,34,53
11,22,170.065,2,-16,99,9,19,12,10,11,19,30,49
14,18,39.9381,2,-16,99,9,18,11,9,12,18,30,48
17,59,15.7377,2,-16,99,11,24,12,9,11,24,31,55
5,21,170.065,2,-16,99,10,17,11,10,13,17,33,50
8,22,133.421,2,-16,99,12,21,12,9,13,21,34,55
18,43,26.3822,2,-16,99,16,22,13,11,12,22,39,61
21,53,89.739,2,-16,99,13,21,10,15,6,21,34,55
2,8,34.1495,2,-16,99,15,20,16,9,14,20,38,58
24,13,0.0940839,2,-16,99,10,24,11,10,11,24,31,55
27,17,143.207,2,-16,99,9,21,8,16,14,21,39,60
30,50,0.62508,2,-16,99,11,23,8,15,10,23,36,59
22,53,154.521,2,-16,99,16,19,9,15,9,19,40,59
33,37,171.66,2,-16,99,11,23,11,10,15,23,36,59
28,17,185.223,2,-16,99,10,21,10,12,14,21,36,57
25,13,37.3058,2,-16,99,9,24,13,11,9,24,29,53
19,43,38.4469,2,-16,99,13,22,13,11,12,22,36,58
31,50,15.3095,2,-16,99,12,20,8,14,11,20,37,57
34,32,151.745,2,-16,99,11,20,16,11,12,20,34,54
23,53,34.0648,2,-16,99,13,21,8,16,7,21,36,57
26,13,115.94,2,-16,99,10,24,12,11,11,24,32,56
20,43,187.473,2,-16,99,14,21,13,11,12,21,37,58
29,17,71.2233,2,-16,99,11,20,9,13,16,20,40,60
32,37,143.93,2,-16,99,13,21,10,10,13,21,36,57
39,58,0.0,2,-16,99,11,25,7,13,16,25,40,65
35,32,110.298,2,-16,99,10,22,17,11,13,22,34,56
45,31,57.0841,2,-16,99,14,23,12,10,12,23,36,59
48,44,30.7096,2,-16,99,13,27,9,10,12,27,35,62
36,29,33.6169,2,-16,99,14,23,11,14,10,23,38,61
40,19,35.2399,2,-16,99,10,17,11,10,12,17,32,49
51,42,57.1348,2,-16,99,15,23,14,10,15,23,40,63
42,45,32.1803,2,-16,99,12,26,8,12,14,26,38,64
46,4,83.793,2,-16,99,14,26,12,14,11,26,39,65
49,11,44.388,2,-16,99,15,23,14,9,13,23,37,60
41,19,131.973,2,-16,99,9,17,14,9,13,17,31,48
52,25,0.10234,2,-16,99,14,25,8,15,14,25,43,68
37,29,70.6227,2,-16,99,16,26,8,13,10,26,39,65
43,45,150.28,2,-16,99,11,27,10,12,14,27,37,64
53,38,0.0,2,-16,99,14,25,11,11,13,25,38,63
47,4,1.67679,2,-16,99,15,25,12,10,10,25,35,60
57,12,0.0,2,-16,99,13,22,11,10,14,22,37,59
50,16,45.6378,2,-16,99,11,24,9,9,14,24,34,58
54,36,134.612,2,-16,99,11,21,11,13,13,21,37,58
38,58,108.558,2,-16,99,11,25,7,11,14,25,36,61
44,31,44.2758,2,-16,99,14,23,12,8,12,23,34,57
55,33,40.267,2,-16,99,9,20,17,10,15,20,34,54
58,35,6.05811,2,-16,99,14,24,10,13,15,24,42,66
56,15,8.17465,2,-16,99,11,21,10,11,12,21,34,55
59,5,28.3302,2,-16,99,10,25,15,8,9,25,27,52
6,31,13.6461,3,-4,99,9,15,12,12,14,15,35,50
0,56,68.4303,3,-4,99,17,16,12,7,16,16,40,56
3,56,34.1334,3,-4,99,14,18,10,6,17,18,37,55
15,49,2.16037,3,-4,99,12,17,16,13,16,17,41,58
9,12,82.8837,3,-4,99,16,27,16,16,11,27,43,70
12,34,6.33024,3,-4,99,11,16,12,9,16,16,36,52
1,56,33.6144,3,-4,99,17,14,12,4,17,14,38,52
7,31,3.16909,3,-4,99,8,13,15,12,12,13,32,45
4,31,14.1311,3,-4,99,9,17,13,13,15,17,37,54
13,34,46.0844,3,-4,99,11,18,12,10,15,18,36,54
16,49,65.3214,3,-4,99,14,20,15,16,17,20,47,67
2,56,49.6567,3,-4,99,19,14,11,6,15,14,40,54
10,12,21.6345,3,-4,99,16,23,18,15,11,23,42,65
8,12,41.6865,3,-4,99,15,25,15,15,13,25,43,68
5,31,15.6726,3,-4,99,6,16,11,13,15,16,34,50
17,49,0.562834,3,-4,99,14,18,15,12,17,18,43,61
14,34,39.1339,3,-4,99,11,16,12,10,13,16,34,50
21,46,1.65532,3,-4,99,15,24,16,13,11,24,39,63
18,52,29.9908,3,-4,99,11,27,14,15,12,27,38,65
11,12,26.1332,3,-4,99,16,24,16,16,11,24,43,67
24,37,102.127,3,-4,99,13,20,16,13,16,20,42,62
30,16,19.8945,3,-4,99,15,16,11,9,10,16,34,50
27,51,17.737,3,-4,99,14,17,11,11,10,17,35,52
19,52,145.998,3,-4,99,11,25,13,15,13,25,39,64
22,46,125.921,3,-4,99,13,25,18,11,11,25,35,60
33,58,32.242,3,-4,99,13,22,13,17,13,22,43,65
31,16,19.9679,3,-4,99,13,16,12,8,11,16,32,48
25,37,33.2773,3,-4,99,11,19,16,14,17,19,42,61
28,51,9.14282,3,-4,99,12,17,10,12,14,17,38,55
20,52,59.1303,3,-4,99,10,23,13,15,15,23,40,63
34,42,175.282,3,-4,99,13,21,14,15,13,21,41,62
32,58,36.6905,3,-4,99,13,20,14,15,15,20,43,63
23,46,57.9595,3,-4,99,14,25,14,12,10,25,36,61
29,51,2.89076,3,-4,99,11,15,11,14,15,15,40,55
26,37,0.962131,3,-4,99,13,21,17,14,15,21,42,63
35,42,79.7598,3,-4,99,10,21,14,15,15,21,40,61
36,38,27.2581,3,-4,99,14,16,10,9,17,16,40,56
45,19,53.4513,3,-4,99,11,18,9,12,16,18,39,57
42,24,14.2218,3,-4,99,11,17,11,7,18,17,36,53
39,26,19.0595,3,-4,99,11,19,11,10,18,19,39,58
48,22,43.5577,3,-4,99,12,21,14,14,13,21,39,60
37,38,33.5039,3,-4,99,17,16,11,7,17,16,41,57
46,48,0.841455,3,-4,99,16,24,10,10,15,24,41,65
51,36,30.6686,3,-4,99,11,22,15,12,17,22,40,62
40,41,45.728,3,-4,99,14,19,12,8,8,19,30,49
43,24,32.6776,3,-4,99,13,16,13,9,16,16,38,54
49,20,35.6648,3,-4,99,7,16,11,15,13,16,35,51
47,48,25.6111,3,-4,99,15,21,11,11,14,21,40,61
38,26,48.0821,3,-4,99,10,18,11,9,16,18,35,53
41,41,34.471,3,-4,99,13,24,12,8,10,24,31,55
52,10,35.0279,3,-4,99,11,19,12,10,16,19,37,56
44,19,52.0281,3,-4,99,7,16,11,11,15,16,33,49
50,11,27.8159,3,-4,99,11,14,14,12,14,14,37,51
54,4,0.0,3,-4,99,14,23,14,10,12,23,36,59
57,21,63.4909,3,-4,99,13,22,15,15,12,22,40,62
53,30,33.9743,3,-4,99,8,17,19,10,18,17,36,53
55,55,86.3255,3,-4,99,11,24,17,16,12,24,39,63
56,50,6.98556,3,-4,99,13,21,16,11,9,21,33,54
58,29,17.3168,3,-4,99,14,23,16,10,8,23,32,55
59,28,9.85111,3,-4,99,15,21,12,11,10,21,36,57
3,23,34.682,3,-7,99,7,29,14,7,19,29,33,62
0,23,58.0864,3,-7,99,8,27,15,4,19,27,31,58
6,29,47.3939,3,-7,99,7,27,15,9,16,27,32,59
12,58,74.9421,3,-7,99,12,22,15,11,13,22,36,58
15,1,86.9505,3,-7,99,11,24,9,11,16,24,38,62
9,59,59.0409,3,-7,99,12,24,13,9,11,24,32,56
4,29,17.3698,3,-7,99,8,23,14,10,17,23,35,58
1,23,27.6798,3,-7,99,7,28,14,5,18,28,30,58
7,29,109.874,3,-7,99,8,29,13,10,17,29,35,64
10,59,0.768852,3,-7,99,13,22,12,9,11,22,33,55
16,1,11.7886,3,-7,99,11,24,9,9,12,24,32,56
13,58,72.2992,3,-7,99,10,21,14,14,14,21,38,59
5,29,160.232,3,-7,99,8,23,18,10,16,23,34,57
2,23,97.4833,3,-7,99,7,28,15,4,16,28,27,55
8,59,44.2488,3,-7,99,11,22,10,10,12,22,33,55
17,1,14.3502,3,-7,99,11,24,10,9,13,24,33,57
14,58,88.9561,3,-7,99,14,21,13,10,15,21,39,60
11,59,20.2703,3,-7,99,13,23,12,8,12,23,33,56
18,44,2.01956,3,-7,99,7,25,16,8,14,25,29,54
21,20,0.0861648,3,-7,99,5,27,17,8,15,27,28,55
24,12,77.9243,3,-7,99,13,22,13,8,13,22,34,56
27,6,40.6598,3,-7,99,6,32,13,7,13,32,26,58
33,27,42.2654,3,-7,99,11,19,14,7,19,19,37,56
19,44,81.9983,3,-7,99,7,26,14,7,15,26,29,55
30,26,53.3181,3,-7,99,10,24,17,12,12,24,34,58
22,20,67.4158,3,-7,99,7,27,13,8,17,27,32,59
28,6,26.7983,3,-7,99,7,28,14,8,13,28,28,56
25,12,11.2501,3,-7,99,12,22,12,10,13,22,35,57
20,44,3.23937,3,-7,99,9,26,16,7,16,26,32,58
34,31,20.6432,3,-7,99,10,30,12,11,14,30,35,65
23,20,24.7555,3,-7,99,8,26,16,8,16,26,32,58
31,26,122.673,3,-7,99,11,26,17,12,11,26,34,60
26,12,43.3068,3,-7,99,14,21,12,12,11,21,37,58
29,6,60.127,3,-7,99,7,30,15,10,12,30,29,59
35,31,97.8014,3,-7,99,11,28,11,8,15,28,34,62
36,42,14.6182,3,-7,99,15,20,14,9,12,20,36,56
39,33,2.23223,3,-7,99,12,27,12,10,14,27,36,63
42,37,85.2831,3,-7,99,11,24,10,13,10,24,34,58
32,27,0.9687,3,-7,99,8,19,15,7,21,19,36,55
45,54,11.7409,3,-7,99,6,30,16,7,14,30,27,57
